product_id,sku,product_name,category,sub_category,brand,launch_date,cost_price,mrp
505,SKU-100505,Orion Doll Model 458,Toys,Doll,Orion,2024-02-10,2254.99,3219.55
506,SKU-100506,Axton Laptop Lite 689,Electronics,Laptop,Axton,2025-01-26,2981.5,3529.78
507,SKU-100507,Axton Spices Model 251,Grocery,Spices,Axton,2025-02-11,3519.63,6422.06
508,SKU-100508,Zephyr Children Model 412,Books,Children,Zephyr,2025-08-15,1011.65,1289.05
509,SKU-100509,Halcyon Instant Noodles Plus 240,Grocery,Instant Noodles,Halcyon,2024-10-14,2263.65,5539.32
510,SKU-100510,Summit Cooker Lite 223,Home & Kitchen,Cooker,Summit,2024-04-01,4157.62,6260.94
511,SKU-100511,Orion Laptop Model 144,Electronics,Laptop,Orion,2023-10-21,3290.89,7549.7
512,SKU-100512,Neptune Blender Lite 297,Home & Kitchen,Blender,Neptune,2022-08-22,2085.46,3425.73
513,SKU-100513,Cresta Blocks Series 836,Toys,Blocks,Cresta,2024-07-03,3333.64,5175.38
514,SKU-100514,Neptune Dumbbell Lite 327,Sports,Dumbbell,Neptune,2022-11-17,635.2,1530.34
515,SKU-100515,Verde Vacuum Lite 613,Home & Kitchen,Vacuum,Verde,2024-08-10,2037.41,3277.48
516,SKU-100516,Neptune Children Pro 243,Books,Children,Neptune,2023-07-16,3975.99,6546.08
517,SKU-100517,Verde Instant Noodles Pro 898,Grocery,Instant Noodles,Verde,2025-05-26,1141.52,1425.22
518,SKU-100518,Primex Yoga Mat Series 677,Sports,Yoga Mat,Primex,2025-02-05,970.51,1978.51
519,SKU-100519,Cresta Instant Noodles Lite 227,Grocery,Instant Noodles,Cresta,2024-01-24,4756.55,7155.64
520,SKU-100520,Neptune Knife Set Plus 308,Home & Kitchen,Knife Set,Neptune,2025-03-19,1088.99,2090.69
521,SKU-100521,Primex Sauce Pro 63,Grocery,Sauce,Primex,2025-08-10,1341.55,2586.36
522,SKU-100522,Luminate Toy Car Lite 972,Toys,Toy Car,Luminate,2025-03-31,4849.6,10217.52
523,SKU-100523,Summit Bike Helmet Lite 901,Sports,Bike Helmet,Summit,2025-01-25,3686.81,7902.08
524,SKU-100524,Primex Blocks Series 642,Toys,Blocks,Primex,2023-11-02,3513.0,6394.48
525,SKU-100525,Summit Lamp Plus 570,Home & Kitchen,Lamp,Summit,2025-01-14,4271.99,6678.78
526,SKU-100526,Neptune Action Figure Plus 49,Toys,Action Figure,Neptune,2025-08-12,623.32,1416.45
527,SKU-100527,Halcyon Fiction Pro 965,Books,Fiction,Halcyon,2024-02-26,3544.48,5436.57
528,SKU-100528,Primex Blender Plus 805,Home & Kitchen,Blender,Primex,2023-01-25,2543.26,4604.6
529,SKU-100529,Cresta Knife Set Lite 327,Home & Kitchen,Knife Set,Cresta,2025-04-06,4154.3,6903.42
530,SKU-100530,Neptune Cooker Plus 419,Home & Kitchen,Cooker,Neptune,2022-07-27,2565.3,5892.78
531,SKU-100531,Orion Camera Series 308,Electronics,Camera,Orion,2024-07-25,3120.19,5318.94
532,SKU-100532,Axton Instant Noodles Plus 189,Grocery,Instant Noodles,Axton,2024-01-14,2414.82,3961.61
533,SKU-100533,Primex Phone Lite 485,Electronics,Phone,Primex,2024-08-30,2416.89,4992.7
534,SKU-100534,Cresta Phone Series 870,Electronics,Phone,Cresta,2023-06-22,3851.45,7484.98
535,SKU-100535,Luminate Academic Series 308,Books,Academic,Luminate,2023-02-26,3161.4,3952.21
536,SKU-100536,Orion Bike Helmet Series 826,Sports,Bike Helmet,Orion,2022-07-01,3184.65,5768.79
537,SKU-100537,Luminate Instant Noodles Plus 937,Grocery,Instant Noodles,Luminate,2025-06-20,2278.9,4853.3
538,SKU-100538,Neptune Blocks Model 576,Toys,Blocks,Neptune,2024-05-08,2678.99,6667.75
539,SKU-100539,Axton Makeup Plus 992,Beauty,Makeup,Axton,2024-02-19,3741.3,7410.79
540,SKU-100540,Primex Vacuum Plus 571,Home & Kitchen,Vacuum,Primex,2023-08-18,4138.41,6697.65
541,SKU-100541,Primex Toy Car Lite 138,Toys,Toy Car,Primex,2025-05-24,3497.98,4955.28
542,SKU-100542,Halcyon Lamp Plus 249,Home & Kitchen,Lamp,Halcyon,2022-09-14,4624.16,10737.13
543,SKU-100543,Halcyon Fiction Pro 209,Books,Fiction,Halcyon,2024-04-11,4110.6,9209.35
544,SKU-100544,Neptune Vacuum Pro 663,Home & Kitchen,Vacuum,Neptune,2024-12-17,2831.23,4041.56
545,SKU-100545,Neptune Camera Model 945,Electronics,Camera,Neptune,2024-07-15,3373.46,4658.36
546,SKU-100546,Axton Beverage Plus 868,Grocery,Beverage,Axton,2022-09-08,4635.23,9739.51
547,SKU-100547,Halcyon Makeup Pro 95,Beauty,Makeup,Halcyon,2024-01-15,3114.88,4799.82
548,SKU-100548,Cresta T-Shirt Lite 742,Clothing,T-Shirt,Cresta,2022-06-11,4132.79,6318.86
549,SKU-100549,Cresta Bedding Series 53,Home & Kitchen,Bedding,Cresta,2024-12-09,3459.61,4543.18
550,SKU-100550,Axton Board Game Pro 387,Toys,Board Game,Axton,2023-06-03,2782.08,4088.45
551,SKU-100551,Cresta Phone Lite 618,Electronics,Phone,Cresta,2022-08-25,1247.1,2118.21
552,SKU-100552,Verde Dress Model 895,Clothing,Dress,Verde,2023-11-09,2158.69,4589.32
553,SKU-100553,Summit Soap Model 193,Beauty,Soap,Summit,2023-01-28,4840.33,7603.34
554,SKU-100554,Axton Socks Lite 742,Clothing,Socks,Axton,2024-02-19,3305.94,5157.42
555,SKU-100555,Axton Smartwatch Lite 223,Electronics,Smartwatch,Axton,2023-02-27,2843.76,4262.45
556,SKU-100556,Zephyr Sauce Plus 214,Grocery,Sauce,Zephyr,2023-03-25,4668.14,8260.73
557,SKU-100557,Orion Sauce Pro 311,Grocery,Sauce,Orion,2023-04-17,2953.23,3995.4
558,SKU-100558,Orion Racket Model 217,Sports,Racket,Orion,2023-12-31,2654.11,4724.01
559,SKU-100559,Verde Beverage Series 986,Grocery,Beverage,Verde,2024-07-14,3808.59,7944.13
560,SKU-100560,Halcyon Sneakers Model 765,Sports,Sneakers,Halcyon,2025-08-07,3577.69,4084.67
561,SKU-100561,Neptune Sneakers Plus 937,Clothing,Sneakers,Neptune,2024-11-21,1006.14,1120.53
562,SKU-100562,Neptune Fiction Series 713,Books,Fiction,Neptune,2023-04-04,2382.98,2871.9
563,SKU-100563,Luminate Blocks Lite 721,Toys,Blocks,Luminate,2024-11-04,2388.95,4419.38
564,SKU-100564,Verde Action Figure Series 407,Toys,Action Figure,Verde,2022-09-05,1922.21,4413.85
565,SKU-100565,Axton Dress Series 566,Clothing,Dress,Axton,2022-11-05,2610.6,2889.51
566,SKU-100566,Verde Knife Set Pro 795,Home & Kitchen,Knife Set,Verde,2023-06-07,2094.88,5051.44
567,SKU-100567,Verde Bedding Pro 390,Home & Kitchen,Bedding,Verde,2022-06-28,1036.76,1294.7
568,SKU-100568,Verde Snacks Plus 547,Grocery,Snacks,Verde,2022-06-01,2091.21,4765.4
569,SKU-100569,Orion Blocks Pro 316,Toys,Blocks,Orion,2025-06-10,407.77,724.2
570,SKU-100570,Verde Action Figure Pro 369,Toys,Action Figure,Verde,2022-08-31,2900.14,5867.27
571,SKU-100571,Summit Water Bottle Lite 904,Sports,Water Bottle,Summit,2025-07-17,4275.59,7760.01
572,SKU-100572,Neptune Children Plus 478,Books,Children,Neptune,2023-12-23,3640.17,6435.34
573,SKU-100573,Luminate Smartwatch Model 823,Electronics,Smartwatch,Luminate,2023-02-16,1833.95,4160.97
574,SKU-100574,Summit Vacuum Plus 780,Home & Kitchen,Vacuum,Summit,2024-12-13,481.0,1038.11
575,SKU-100575,Luminate Action Figure Pro 937,Toys,Action Figure,Luminate,2025-03-09,1050.64,1866.74
576,SKU-100576,Zephyr Bike Helmet Series 380,Sports,Bike Helmet,Zephyr,2022-05-30,2750.18,3455.02
577,SKU-100577,Luminate Sunscreen Pro 424,Beauty,Sunscreen,Luminate,2023-11-14,1074.93,1356.09
578,SKU-100578,Neptune Sneakers Model 577,Sports,Sneakers,Neptune,2023-05-13,2742.67,6094.64
579,SKU-100579,Neptune Lamp Series 760,Home & Kitchen,Lamp,Neptune,2024-08-27,1196.42,2202.78
580,SKU-100580,Verde Cooker Series 17,Home & Kitchen,Cooker,Verde,2025-07-09,4252.17,7544.31
581,SKU-100581,Primex Dumbbell Pro 567,Sports,Dumbbell,Primex,2023-10-12,2016.49,4139.44
582,SKU-100582,Zephyr Charger Lite 594,Electronics,Charger,Zephyr,2022-07-08,1265.48,2913.61
583,SKU-100583,Axton Socks Plus 303,Clothing,Socks,Axton,2024-08-30,4071.01,8062.32
584,SKU-100584,Cresta Vacuum Series 201,Home & Kitchen,Vacuum,Cresta,2023-11-27,1747.05,3787.58
585,SKU-100585,Luminate Racket Pro 236,Sports,Racket,Luminate,2024-08-18,601.86,1306.87
586,SKU-100586,Primex Blocks Plus 584,Toys,Blocks,Primex,2025-06-20,2873.53,4594.1
587,SKU-100587,Verde Dumbbell Series 512,Sports,Dumbbell,Verde,2023-03-01,2928.74,4345.42
588,SKU-100588,Orion Academic Lite 671,Books,Academic,Orion,2023-04-25,3587.74,7970.63
589,SKU-100589,Axton Dress Pro 264,Clothing,Dress,Axton,2025-07-20,1239.09,2017.3
590,SKU-100590,Halcyon Makeup Plus 990,Beauty,Makeup,Halcyon,2024-08-20,2246.67,5312.63
591,SKU-100591,Primex Charger Plus 472,Electronics,Charger,Primex,2022-10-02,1447.72,1733.74
592,SKU-100592,Orion Oil Series 751,Grocery,Oil,Orion,2025-03-15,450.72,532.53
593,SKU-100593,Zephyr Skincare Pro 174,Beauty,Skincare,Zephyr,2025-02-01,4389.24,10524.55
594,SKU-100594,Verde Jacket Series 738,Clothing,Jacket,Verde,2025-07-24,3657.91,7344.49
595,SKU-100595,Axton Jacket Lite 501,Clothing,Jacket,Axton,2024-08-28,1542.24,2516.07
596,SKU-100596,Axton Jeans Series 939,Clothing,Jeans,Axton,2023-08-06,3016.9,6507.71
597,SKU-100597,Axton Haircare Lite 658,Beauty,Haircare,Axton,2025-04-03,1046.26,2135.69
598,SKU-100598,Zephyr Toy Car Model 537,Toys,Toy Car,Zephyr,2022-07-24,4456.67,8216.68
599,SKU-100599,Luminate Dress Model 860,Clothing,Dress,Luminate,2022-09-26,618.79,766.32
600,SKU-100600,Halcyon Racket Model 968,Sports,Racket,Halcyon,2022-11-12,68.99,154.33
601,SKU-100601,Zephyr Makeup Model 783,Beauty,Makeup,Zephyr,2023-08-26,2534.94,5861.88
602,SKU-100602,Cresta Spices Model 423,Grocery,Spices,Cresta,2025-06-24,2936.48,3937.93
603,SKU-100603,Halcyon Sneakers Series 863,Clothing,Sneakers,Halcyon,2024-11-06,2915.88,6679.45
604,SKU-100604,Neptune Bike Helmet Series 70,Sports,Bike Helmet,Neptune,2023-01-31,319.83,744.88
605,SKU-100605,Verde Blocks Series 10,Toys,Blocks,Verde,2023-06-22,1604.52,2999.17
606,SKU-100606,Zephyr Non-Fiction Series 518,Books,Non-Fiction,Zephyr,2024-11-09,2521.03,5089.08
607,SKU-100607,Orion Toy Car Plus 383,Toys,Toy Car,Orion,2025-02-10,1122.07,1834.73
608,SKU-100608,Halcyon Spices Model 633,Grocery,Spices,Halcyon,2025-07-02,4369.5,6530.25
609,SKU-100609,Cresta Socks Lite 935,Clothing,Socks,Cresta,2023-01-29,481.19,1015.68
610,SKU-100610,Neptune Beverage Plus 676,Grocery,Beverage,Neptune,2023-01-12,2462.55,5680.18
611,SKU-100611,Luminate Sunscreen Plus 17,Beauty,Sunscreen,Luminate,2022-06-04,3472.51,6999.57
612,SKU-100612,Orion Blender Model 545,Home & Kitchen,Blender,Orion,2024-10-05,1345.67,2444.04
613,SKU-100613,Halcyon Jacket Lite 422,Clothing,Jacket,Halcyon,2024-09-28,3139.99,4152.62
614,SKU-100614,Verde Lamp Model 18,Home & Kitchen,Lamp,Verde,2023-12-02,4155.46,4882.01
615,SKU-100615,Orion Racket Lite 740,Sports,Racket,Orion,2024-11-30,992.17,1710.47
616,SKU-100616,Neptune Comics Pro 549,Books,Comics,Neptune,2022-06-01,4590.24,5366.4
617,SKU-100617,Orion Camera Pro 18,Electronics,Camera,Orion,2024-10-17,2790.11,5293.03
618,SKU-100618,Summit Instant Noodles Lite 833,Grocery,Instant Noodles,Summit,2024-01-21,1531.2,2504.77
619,SKU-100619,Primex Puzzle Plus 826,Toys,Puzzle,Primex,2024-04-15,2182.75,4714.88
620,SKU-100620,Luminate Non-Fiction Series 110,Books,Non-Fiction,Luminate,2024-08-10,1595.35,2437.55
621,SKU-100621,Neptune Socks Model 537,Clothing,Socks,Neptune,2023-04-15,3639.3,7024.49
622,SKU-100622,Orion Knife Set Series 247,Home & Kitchen,Knife Set,Orion,2023-05-22,3991.69,7395.63
623,SKU-100623,Primex Doll Series 635,Toys,Doll,Primex,2022-11-21,4173.04,4617.88
624,SKU-100624,Primex Cooker Lite 259,Home & Kitchen,Cooker,Primex,2024-01-07,4929.55,5922.09
625,SKU-100625,Orion Perfume Pro 274,Beauty,Perfume,Orion,2023-10-11,3966.86,5976.14
626,SKU-100626,Verde Blender Plus 81,Home & Kitchen,Blender,Verde,2024-04-25,3026.85,7068.09
627,SKU-100627,Summit Skincare Pro 983,Beauty,Skincare,Summit,2024-04-29,1729.14,2257.95
628,SKU-100628,Zephyr Dumbbell Plus 471,Sports,Dumbbell,Zephyr,2023-09-11,2745.75,5753.04
629,SKU-100629,Summit Board Game Lite 250,Toys,Board Game,Summit,2022-08-31,253.29,623.78
630,SKU-100630,Orion Toy Car Series 308,Toys,Toy Car,Orion,2024-04-10,3736.88,8246.53
631,SKU-100631,Luminate Phone Model 670,Electronics,Phone,Luminate,2024-08-07,2257.48,3251.05
632,SKU-100632,Zephyr Sneakers Model 96,Clothing,Sneakers,Zephyr,2024-11-10,149.11,353.65
633,SKU-100633,Neptune Haircare Plus 389,Beauty,Haircare,Neptune,2023-06-28,359.41,442.2
634,SKU-100634,Summit Smartwatch Plus 566,Electronics,Smartwatch,Summit,2023-04-20,1967.96,3454.55
635,SKU-100635,Orion Lamp Plus 58,Home & Kitchen,Lamp,Orion,2024-03-01,2937.94,6882.3
636,SKU-100636,Summit Cooker Model 720,Home & Kitchen,Cooker,Summit,2023-11-22,2347.81,4690.39
637,SKU-100637,Zephyr Smartwatch Series 85,Electronics,Smartwatch,Zephyr,2024-02-11,3115.06,5230.5
638,SKU-100638,Cresta Blocks Plus 866,Toys,Blocks,Cresta,2023-05-02,2427.46,3665.31
639,SKU-100639,Halcyon Vacuum Plus 661,Home & Kitchen,Vacuum,Halcyon,2023-07-24,3325.43,5404.29
640,SKU-100640,Summit Spices Pro 580,Grocery,Spices,Summit,2024-06-13,1134.67,2056.61
641,SKU-100641,Neptune Bike Helmet Model 917,Sports,Bike Helmet,Neptune,2024-09-03,608.57,941.25
642,SKU-100642,Neptune Dumbbell Lite 942,Sports,Dumbbell,Neptune,2025-05-01,3002.35,7375.44
643,SKU-100643,Axton Beverage Model 236,Grocery,Beverage,Axton,2023-08-21,2449.21,5893.56
644,SKU-100644,Summit Smartwatch Series 923,Electronics,Smartwatch,Summit,2023-10-22,182.99,424.34
645,SKU-100645,Halcyon Sauce Lite 487,Grocery,Sauce,Halcyon,2024-07-08,1933.39,3268.52
646,SKU-100646,Verde Skincare Pro 48,Beauty,Skincare,Verde,2025-06-01,575.32,1189.66
647,SKU-100647,Primex Skincare Model 701,Beauty,Skincare,Primex,2025-06-30,2680.22,6335.94
648,SKU-100648,Halcyon Charger Pro 921,Electronics,Charger,Halcyon,2024-04-07,2009.1,4602.05
649,SKU-100649,Primex Beverage Lite 578,Grocery,Beverage,Primex,2022-06-26,3085.1,5183.15
650,SKU-100650,Primex Perfume Model 184,Beauty,Perfume,Primex,2023-07-22,4037.73,5076.8
651,SKU-100651,Cresta Blocks Pro 17,Toys,Blocks,Cresta,2024-12-19,1533.36,1849.05
652,SKU-100652,Axton Oil Series 602,Grocery,Oil,Axton,2025-04-19,4812.41,9181.55
653,SKU-100653,Halcyon Board Game Series 771,Toys,Board Game,Halcyon,2023-04-10,2701.39,5401.91
654,SKU-100654,Halcyon Skincare Plus 952,Beauty,Skincare,Halcyon,2023-06-02,3110.54,7122.45
655,SKU-100655,Cresta Water Bottle Model 307,Sports,Water Bottle,Cresta,2025-06-05,3419.33,5161.55
656,SKU-100656,Summit Perfume Series 578,Beauty,Perfume,Summit,2022-12-18,3350.32,4470.86
657,SKU-100657,Summit Puzzle Series 581,Toys,Puzzle,Summit,2022-07-06,2579.31,4205.84
658,SKU-100658,Summit Self-Help Plus 694,Books,Self-Help,Summit,2023-06-01,2172.38,3464.96
659,SKU-100659,Luminate Jeans Lite 340,Clothing,Jeans,Luminate,2022-11-09,316.22,406.49
660,SKU-100660,Primex Vacuum Plus 774,Home & Kitchen,Vacuum,Primex,2023-01-01,159.32,325.2
661,SKU-100661,Luminate Sauce Series 810,Grocery,Sauce,Luminate,2023-02-10,1821.91,3301.61
662,SKU-100662,Axton Academic Model 513,Books,Academic,Axton,2025-05-03,1701.62,3589.69
663,SKU-100663,Cresta Soap Pro 55,Beauty,Soap,Cresta,2022-10-05,1969.09,3138.27
664,SKU-100664,Halcyon Water Bottle Model 448,Sports,Water Bottle,Halcyon,2022-11-28,734.92,1143.52
665,SKU-100665,Primex Headphones Series 859,Electronics,Headphones,Primex,2023-02-19,3703.93,6524.87
666,SKU-100666,Luminate Haircare Model 349,Beauty,Haircare,Luminate,2023-11-26,4291.97,9993.3
667,SKU-100667,Luminate Water Bottle Lite 788,Sports,Water Bottle,Luminate,2023-09-18,4696.64,5431.17
668,SKU-100668,Orion Socks Lite 978,Clothing,Socks,Orion,2023-04-25,2487.19,5538.39
669,SKU-100669,Luminate Soap Lite 407,Beauty,Soap,Luminate,2025-08-11,3519.29,5689.22
670,SKU-100670,Verde Board Game Pro 31,Toys,Board Game,Verde,2025-01-02,4284.98,9840.31
671,SKU-100671,Halcyon Camera Pro 803,Electronics,Camera,Halcyon,2024-06-03,2120.54,4714.14
672,SKU-100672,Verde Bike Helmet Plus 503,Sports,Bike Helmet,Verde,2023-01-12,1581.59,2511.99
673,SKU-100673,Halcyon Dumbbell Series 365,Sports,Dumbbell,Halcyon,2023-12-20,4686.79,9708.34
674,SKU-100674,Cresta Racket Lite 964,Sports,Racket,Cresta,2024-11-02,2602.6,3444.5
675,SKU-100675,Halcyon Sneakers Plus 443,Clothing,Sneakers,Halcyon,2023-06-21,2511.41,5913.85
676,SKU-100676,Verde Haircare Series 697,Beauty,Haircare,Verde,2023-01-11,933.16,1554.91
677,SKU-100677,Halcyon Jacket Lite 677,Clothing,Jacket,Halcyon,2025-06-24,585.37,1017.3
678,SKU-100678,Cresta Beverage Plus 88,Grocery,Beverage,Cresta,2022-07-06,4218.43,8808.35
679,SKU-100679,Cresta Bedding Lite 303,Home & Kitchen,Bedding,Cresta,2025-02-17,3089.96,6949.86
680,SKU-100680,Axton Knife Set Series 731,Home & Kitchen,Knife Set,Axton,2025-04-14,1662.83,2379.31
681,SKU-100681,Halcyon Oil Model 85,Grocery,Oil,Halcyon,2024-11-22,999.09,2024.05
682,SKU-100682,Orion Haircare Pro 158,Beauty,Haircare,Orion,2024-10-24,2799.71,4616.15
683,SKU-100683,Summit Blocks Plus 729,Toys,Blocks,Summit,2023-08-17,2940.4,4752.23
684,SKU-100684,Neptune Jeans Series 758,Clothing,Jeans,Neptune,2024-11-28,1074.62,2220.2
685,SKU-100685,Cresta Headphones Plus 325,Electronics,Headphones,Cresta,2025-07-02,4264.46,7002.48
686,SKU-100686,Zephyr Bike Helmet Pro 110,Sports,Bike Helmet,Zephyr,2025-07-11,467.11,740.16
687,SKU-100687,Summit Yoga Mat Model 6,Sports,Yoga Mat,Summit,2025-04-01,1812.66,4115.18
688,SKU-100688,Primex Sunscreen Pro 456,Beauty,Sunscreen,Primex,2024-03-06,3417.9,4244.3
689,SKU-100689,Halcyon Action Figure Pro 780,Toys,Action Figure,Halcyon,2024-02-12,1406.9,2878.87
690,SKU-100690,Verde Cooker Pro 105,Home & Kitchen,Cooker,Verde,2023-12-19,4146.99,6005.74
691,SKU-100691,Neptune Knife Set Series 90,Home & Kitchen,Knife Set,Neptune,2024-10-22,3712.35,4164.13
692,SKU-100692,Zephyr Sneakers Series 442,Sports,Sneakers,Zephyr,2023-06-17,3955.66,5274.75
693,SKU-100693,Summit Makeup Plus 571,Beauty,Makeup,Summit,2023-05-07,639.58,1246.75
694,SKU-100694,Halcyon Dress Lite 525,Clothing,Dress,Halcyon,2025-05-27,745.71,1560.61
695,SKU-100695,Axton Blender Plus 106,Home & Kitchen,Blender,Axton,2023-04-04,1468.05,1658.13
696,SKU-100696,Primex Jeans Model 92,Clothing,Jeans,Primex,2023-05-26,2614.48,3009.26
697,SKU-100697,Neptune Doll Pro 568,Toys,Doll,Neptune,2025-04-17,3752.68,8869.68
698,SKU-100698,Orion Cooker Model 612,Home & Kitchen,Cooker,Orion,2022-11-06,4190.83,5040.01
699,SKU-100699,Axton Vacuum Lite 804,Home & Kitchen,Vacuum,Axton,2022-11-25,3536.46,8317.24
700,SKU-100700,Zephyr Comics Pro 885,Books,Comics,Zephyr,2025-05-15,4646.55,6595.46
701,SKU-100701,Neptune Cooker Plus 13,Home & Kitchen,Cooker,Neptune,2024-03-03,3706.78,7917.77
702,SKU-100702,Axton Sauce Pro 424,Grocery,Sauce,Axton,2022-10-04,1566.03,2401.71
703,SKU-100703,Primex Laptop Plus 798,Electronics,Laptop,Primex,2023-11-09,1362.15,3136.01
704,SKU-100704,Orion Snacks Model 743,Grocery,Snacks,Orion,2024-07-03,3496.15,7274.22
705,SKU-100705,Axton Haircare Lite 927,Beauty,Haircare,Axton,2023-12-11,1004.71,1670.37
706,SKU-100706,Luminate Haircare Series 586,Beauty,Haircare,Luminate,2024-12-14,508.94,614.2
707,SKU-100707,Orion Jacket Lite 174,Clothing,Jacket,Orion,2025-06-06,2684.5,5706.66
708,SKU-100708,Zephyr Oil Plus 174,Grocery,Oil,Zephyr,2024-05-24,4117.13,8084.56
709,SKU-100709,Primex Spices Series 276,Grocery,Spices,Primex,2025-06-17,551.83,609.26
710,SKU-100710,Halcyon Spices Pro 275,Grocery,Spices,Halcyon,2024-05-18,3969.86,4419.2
711,SKU-100711,Verde Puzzle Plus 150,Toys,Puzzle,Verde,2024-07-14,4067.28,9079.43
712,SKU-100712,Verde Cooker Model 172,Home & Kitchen,Cooker,Verde,2023-05-30,2437.26,3566.1
713,SKU-100713,Verde Charger Plus 283,Electronics,Charger,Verde,2023-03-21,333.69,664.24
714,SKU-100714,Neptune Sneakers Plus 307,Clothing,Sneakers,Neptune,2023-09-06,914.22,1586.99
715,SKU-100715,Zephyr Oil Plus 802,Grocery,Oil,Zephyr,2024-06-01,3551.76,8200.31
716,SKU-100716,Primex Sauce Model 370,Grocery,Sauce,Primex,2023-11-18,3573.3,8517.84
717,SKU-100717,Orion Fiction Pro 967,Books,Fiction,Orion,2023-10-30,4496.86,11222.05
718,SKU-100718,Neptune Dress Series 739,Clothing,Dress,Neptune,2024-04-24,2934.3,3859.07
719,SKU-100719,Zephyr Spices Plus 609,Grocery,Spices,Zephyr,2022-09-28,664.33,1533.37
720,SKU-100720,Halcyon Sneakers Lite 201,Clothing,Sneakers,Halcyon,2024-01-13,651.0,958.55
721,SKU-100721,Luminate Blender Plus 110,Home & Kitchen,Blender,Luminate,2024-06-08,3619.61,6975.5
722,SKU-100722,Primex Children Series 312,Books,Children,Primex,2024-05-04,959.73,1735.27
723,SKU-100723,Verde Jacket Model 972,Clothing,Jacket,Verde,2023-11-25,1675.51,1885.26
724,SKU-100724,Axton Charger Plus 341,Electronics,Charger,Axton,2023-12-21,2461.7,5922.55
725,SKU-100725,Primex Charger Lite 390,Electronics,Charger,Primex,2022-10-25,172.59,208.77
726,SKU-100726,Cresta Soap Pro 451,Beauty,Soap,Cresta,2023-11-09,1281.65,2644.69
727,SKU-100727,Zephyr Comics Pro 441,Books,Comics,Zephyr,2023-08-05,2069.05,4549.86
728,SKU-100728,Summit Comics Lite 140,Books,Comics,Summit,2024-11-16,1434.2,3174.46
729,SKU-100729,Halcyon Soap Pro 329,Beauty,Soap,Halcyon,2023-09-11,725.03,935.07
730,SKU-100730,Luminate Dress Lite 971,Clothing,Dress,Luminate,2023-12-03,3653.66,6308.4
731,SKU-100731,Halcyon Non-Fiction Series 491,Books,Non-Fiction,Halcyon,2025-01-09,4075.08,9214.57
732,SKU-100732,Primex Charger Pro 182,Electronics,Charger,Primex,2024-07-12,1324.52,2018.24
733,SKU-100733,Summit Laptop Plus 992,Electronics,Laptop,Summit,2023-02-06,3883.38,6814.74
734,SKU-100734,Cresta Instant Noodles Pro 299,Grocery,Instant Noodles,Cresta,2024-04-20,1958.49,2902.31
735,SKU-100735,Orion Vacuum Plus 991,Home & Kitchen,Vacuum,Orion,2023-01-01,2558.09,4474.03
736,SKU-100736,Axton Self-Help Lite 801,Books,Self-Help,Axton,2023-12-07,4287.21,10044.82
737,SKU-100737,Summit T-Shirt Series 334,Clothing,T-Shirt,Summit,2022-11-16,3762.27,6535.72
738,SKU-100738,Zephyr Haircare Plus 288,Beauty,Haircare,Zephyr,2025-05-09,4035.33,7579.47
739,SKU-100739,Verde Makeup Plus 374,Beauty,Makeup,Verde,2023-02-12,727.38,1211.5
740,SKU-100740,Cresta Socks Model 955,Clothing,Socks,Cresta,2023-10-28,395.11,689.14
741,SKU-100741,Axton Blocks Lite 205,Toys,Blocks,Axton,2022-11-01,4472.35,5014.6
742,SKU-100742,Luminate Bike Helmet Lite 559,Sports,Bike Helmet,Luminate,2025-02-07,1969.78,2949.24
743,SKU-100743,Verde Bedding Series 699,Home & Kitchen,Bedding,Verde,2024-12-28,1475.0,2524.04
744,SKU-100744,Primex Perfume Lite 28,Beauty,Perfume,Primex,2023-08-05,3637.25,7228.36
745,SKU-100745,Summit Self-Help Plus 966,Books,Self-Help,Summit,2022-07-08,4190.26,7249.45
746,SKU-100746,Axton Cooker Series 449,Home & Kitchen,Cooker,Axton,2025-04-07,4319.32,6794.05
747,SKU-100747,Neptune Academic Pro 852,Books,Academic,Neptune,2025-05-06,1614.19,2652.66
748,SKU-100748,Orion Toy Car Model 839,Toys,Toy Car,Orion,2024-07-16,4268.45,6143.2
749,SKU-100749,Orion Phone Plus 690,Electronics,Phone,Orion,2024-09-03,252.62,604.85
750,SKU-100750,Cresta Vacuum Plus 143,Home & Kitchen,Vacuum,Cresta,2025-04-17,295.82,541.48
751,SKU-100751,Luminate Oil Pro 248,Grocery,Oil,Luminate,2022-05-21,3136.42,3508.94
752,SKU-100752,Cresta Soap Pro 675,Beauty,Soap,Cresta,2023-01-17,362.38,408.48
753,SKU-100753,Neptune Bedding Series 733,Home & Kitchen,Bedding,Neptune,2025-08-13,1656.82,4079.33
754,SKU-100754,Zephyr Blender Plus 809,Home & Kitchen,Blender,Zephyr,2025-02-18,3380.14,4766.1
755,SKU-100755,Luminate Blender Plus 76,Home & Kitchen,Blender,Luminate,2024-10-06,1719.47,3830.72
756,SKU-100756,Halcyon Racket Plus 613,Sports,Racket,Halcyon,2025-03-10,939.02,1109.53
757,SKU-100757,Zephyr Vacuum Plus 597,Home & Kitchen,Vacuum,Zephyr,2022-12-04,1442.69,3447.49
758,SKU-100758,Luminate Non-Fiction Plus 548,Books,Non-Fiction,Luminate,2024-06-09,2315.0,5380.49
759,SKU-100759,Luminate Charger Lite 946,Electronics,Charger,Luminate,2023-01-29,2403.16,4564.88
760,SKU-100760,Neptune Doll Plus 557,Toys,Doll,Neptune,2025-04-13,3925.85,4367.89
