order_id,customer_id,order_date,order_status,order_total,payment_type,shipping_cost,promo_code
18876,7848,2024-10-30 21:45:09,Delivered,12928.86,Credit Card,28.37,BULK20
18877,10208,2024-09-06 11:54:27,Cancelled,6907.99,UPI,28.82,BULK20
18878,14390,2023-04-16 17:07:39,Delivered,4455.52,NetBanking,113.19,
18879,14986,2023-08-25 13:09:32,Delivered,5479.04,Credit Card,91.4,
18880,6505,2023-09-26 07:37:47,Delivered,14945.65,Wallet,149.39,BULK20
18881,3080,2025-02-21 14:37:31,Delivered,23194.84,Credit Card,71.09,
18882,5332,2025-01-17 20:27:26,Delivered,22425.31,UPI,145.85,FREESHIP
18883,2007,2023-10-15 02:52:31,Delivered,13784.17,UPI,101.47,WELCOME5
18884,9544,2023-08-10 12:48:08,Cancelled,5464.55,Credit Card,79.61,
18885,6946,2023-11-28 21:46:19,Delivered,14025.93,UPI,99.67,BULK20
18886,2669,2024-04-24 16:16:51,Delivered,593.07,UPI,47.65,WELCOME5
18887,7835,2024-05-02 10:01:26,Delivered,17786.61,NetBanking,121.19,FREESHIP
18888,12377,2023-02-02 11:26:52,Delivered,16637.68,Debit Card,41.78,
18889,7223,2024-10-24 03:38:17,Shipped,23551.95,Debit Card,146.73,FREESHIP
18890,2603,2023-01-24 23:27:01,Delivered,5750.73,Debit Card,56.96,
18891,6728,2023-10-10 09:43:28,Shipped,19338.1,UPI,128.68,
18892,3243,2023-05-28 13:22:12,Delivered,20440.57,Wallet,81.45,FREESHIP
18893,14627,2025-04-19 00:13:20,Delivered,11039.69,NetBanking,137.55,WELCOME5
18894,12138,2025-07-12 04:43:54,Delivered,6363.59,NetBanking,139.51,
18895,3969,2023-03-02 23:52:58,Returned,1599.63,UPI,53.6,WELCOME5
18896,4681,2024-09-06 01:12:53,Delivered,17329.38,Wallet,137.34,WELCOME5
18897,8539,2023-10-03 13:20:04,Delivered,11596.33,Wallet,93.04,
18898,14440,2023-02-19 10:38:32,Delivered,14949.2,NetBanking,94.53,BULK20
18899,6153,2023-06-27 11:54:35,Delivered,3657.47,NetBanking,56.21,
18900,1414,2023-09-24 13:52:54,Delivered,7219.86,Debit Card,97.0,WELCOME5
18901,5173,2024-09-08 20:14:06,Processing,11546.74,UPI,16.68,
18902,978,2024-04-11 16:23:47,Delivered,16586.21,Credit Card,88.24,WELCOME5
18903,13772,2024-01-31 15:39:56,Delivered,12125.86,NetBanking,41.94,DISC10
18904,14980,2025-02-18 14:14:35,Delivered,6838.29,NetBanking,19.24,FREESHIP
18905,8197,2025-08-12 01:06:51,Delivered,14729.47,UPI,107.28,FREESHIP
18906,2647,2023-05-16 06:10:50,Processing,15992.62,UPI,149.62,
18907,3547,2025-05-18 06:46:43,Delivered,668.41,Wallet,82.92,BULK20
18908,11588,2024-06-25 11:22:03,Delivered,11051.8,UPI,135.23,DISC10
18909,3972,2024-08-06 03:20:54,Delivered,14692.97,NetBanking,58.33,
18910,13146,2024-03-16 04:39:45,Delivered,2481.37,UPI,149.6,
18911,5685,2024-10-01 10:13:12,Delivered,20504.87,UPI,38.68,
18912,9338,2023-08-13 12:29:27,Delivered,10968.48,Debit Card,51.92,FREESHIP
18913,13196,2024-12-22 16:48:39,Delivered,31966.2,UPI,74.85,DISC10
18914,3029,2023-02-02 20:41:40,Delivered,3231.15,NetBanking,42.0,
18915,13422,2024-11-26 07:48:08,Cancelled,6912.26,Wallet,131.32,
18916,7437,2025-04-19 15:14:21,Delivered,2033.84,UPI,54.57,FREESHIP
18917,6573,2025-06-26 16:55:23,Delivered,22226.06,UPI,93.16,
18918,1021,2025-07-13 16:46:56,Delivered,29096.76,Debit Card,39.02,
18919,11174,2024-08-05 06:51:24,Delivered,12546.86,UPI,72.12,
18920,6877,2024-02-08 14:31:47,Delivered,4223.96,UPI,50.12,
18921,10526,2024-06-25 04:16:15,Delivered,15479.9,Credit Card,27.31,
18922,116,2025-02-25 20:17:53,Delivered,21653.54,Credit Card,34.52,DISC10
18923,11242,2025-06-20 19:48:01,Delivered,1473.91,Debit Card,2.72,
18924,8679,2024-10-03 07:25:33,Delivered,3870.06,Credit Card,19.54,FREESHIP
18925,8171,2025-05-04 09:11:08,Delivered,8621.84,Credit Card,129.96,
18926,3176,2024-08-12 13:15:07,Delivered,11538.49,NetBanking,55.82,FREESHIP
18927,4840,2024-11-20 02:46:12,Delivered,2010.5,Credit Card,33.48,
18928,6226,2025-07-22 06:06:11,Delivered,4029.88,Debit Card,87.62,
18929,8173,2023-12-16 12:52:50,Delivered,19484.8,Debit Card,59.49,FREESHIP
18930,10701,2025-01-30 12:45:13,Delivered,13468.14,NetBanking,93.72,DISC10
18931,983,2023-07-09 06:40:45,Delivered,22288.25,UPI,27.88,
18932,1069,2023-01-27 10:58:00,Shipped,7435.77,Credit Card,34.64,WELCOME5
18933,2781,2025-02-07 22:03:52,Delivered,8098.03,Credit Card,123.52,
18934,5630,2023-02-10 07:27:36,Cancelled,6942.65,Credit Card,21.21,
18935,4568,2023-10-24 03:07:06,Delivered,12252.15,Wallet,20.83,
18936,9662,2025-02-19 06:40:34,Delivered,7225.92,NetBanking,0.24,
18937,2380,2024-11-02 13:10:07,Delivered,10671.95,NetBanking,45.63,WELCOME5
18938,1233,2025-07-01 04:20:09,Delivered,7836.06,NetBanking,122.49,
18939,12687,2023-08-31 03:05:17,Delivered,2954.27,Credit Card,33.05,
18940,12563,2024-11-20 00:09:45,Shipped,25054.76,UPI,58.65,WELCOME5
18941,9909,2023-09-20 01:33:40,Processing,9505.53,UPI,102.56,
18942,11702,2025-06-29 19:48:54,Processing,9192.9,Credit Card,79.14,
18943,11351,2025-07-25 00:47:25,Delivered,13015.57,NetBanking,33.36,BULK20
18944,8815,2024-10-22 02:53:34,Delivered,21714.21,NetBanking,128.0,
18945,3640,2023-09-28 18:17:56,Delivered,9830.14,NetBanking,71.59,FREESHIP
18946,5258,2024-08-07 00:33:03,Delivered,17238.75,Wallet,127.54,
18947,4241,2024-06-21 14:44:49,Shipped,5439.32,Wallet,97.85,
18948,4141,2025-08-29 06:27:13,Shipped,7312.85,Credit Card,120.27,
18949,1485,2023-01-02 05:28:57,Shipped,6241.66,Debit Card,9.3,WELCOME5
18950,7806,2023-08-13 03:47:24,Cancelled,786.14,Wallet,90.57,
18951,13511,2023-02-13 15:09:23,Delivered,20084.64,NetBanking,112.88,
18952,13726,2024-11-25 16:15:05,Delivered,16223.14,Wallet,93.69,WELCOME5
18953,6150,2025-08-02 05:43:55,Delivered,2655.28,UPI,119.72,WELCOME5
18954,8284,2023-03-12 10:09:18,Shipped,13832.9,Debit Card,4.66,
18955,6272,2023-10-22 02:11:52,Delivered,6658.28,Wallet,25.23,WELCOME5
18956,7695,2025-01-31 21:50:12,Delivered,4710.84,NetBanking,124.54,
18957,6097,2025-02-25 22:14:20,Delivered,13090.07,NetBanking,97.37,
18958,3024,2025-02-28 08:00:10,Delivered,7543.36,UPI,75.97,BULK20
18959,11236,2025-02-18 22:07:54,Delivered,18496.97,Wallet,139.09,
18960,13501,2025-08-04 18:45:57,Delivered,3071.35,Debit Card,6.6,
18961,5050,2024-05-23 03:04:50,Delivered,10939.53,Wallet,90.28,BULK20
18962,6671,2025-01-04 15:04:16,Delivered,5328.79,Credit Card,109.15,BULK20
18963,5404,2024-04-23 16:01:03,Delivered,3690.18,Wallet,100.34,FREESHIP
18964,14875,2025-01-15 16:21:30,Delivered,6146.57,Credit Card,75.26,WELCOME5
18965,1739,2023-01-08 15:01:28,Shipped,1802.0,Debit Card,63.32,
18966,11598,2024-12-26 16:01:54,Delivered,26592.3,UPI,89.8,WELCOME5
18967,12078,2025-03-28 00:18:58,Delivered,7201.82,Wallet,63.87,
18968,1703,2024-01-29 05:39:39,Delivered,25479.86,Wallet,14.91,
18969,7647,2025-08-09 04:11:26,Delivered,10863.22,UPI,31.86,FREESHIP
18970,13978,2024-12-22 13:47:23,Delivered,21372.41,Debit Card,132.04,
18971,3333,2024-10-15 05:54:19,Delivered,6004.36,NetBanking,94.95,
18972,7171,2023-10-20 23:07:07,Delivered,872.6,Wallet,98.99,
18973,4566,2025-02-03 10:49:08,Cancelled,11506.89,Credit Card,115.27,FREESHIP
18974,8878,2025-03-23 14:31:03,Delivered,18707.85,UPI,74.63,WELCOME5
18975,14952,2023-11-25 19:00:57,Delivered,17664.61,NetBanking,13.12,
18976,3563,2023-06-11 19:01:09,Delivered,13963.17,NetBanking,146.11,DISC10
18977,9107,2024-08-03 15:34:25,Delivered,10931.63,NetBanking,14.92,
18978,13015,2025-02-16 08:25:02,Delivered,6508.86,UPI,48.36,FREESHIP
18979,9647,2023-06-01 11:02:19,Delivered,7586.77,Credit Card,131.74,
18980,2300,2024-04-15 19:42:59,Delivered,18578.72,NetBanking,106.54,
18981,11939,2024-05-08 22:45:51,Delivered,5470.01,Credit Card,57.63,
18982,9589,2023-08-21 07:03:39,Delivered,1669.01,Wallet,109.12,BULK20
18983,14448,2023-06-02 04:13:15,Delivered,9899.37,Wallet,25.72,
18984,9270,2023-10-13 22:32:37,Delivered,9014.08,Wallet,97.81,
18985,8876,2023-01-05 11:13:17,Shipped,5516.09,Wallet,138.54,
18986,377,2024-01-11 06:50:28,Delivered,6796.27,Credit Card,127.86,WELCOME5
18987,12876,2024-02-14 02:07:24,Delivered,2930.8,Wallet,136.34,
18988,4833,2025-03-19 18:09:46,Returned,7331.94,Wallet,148.77,
18989,12970,2025-01-02 16:33:01,Delivered,21646.17,NetBanking,66.35,DISC10
18990,11428,2024-03-17 11:27:58,Delivered,16562.49,NetBanking,111.75,
18991,5669,2023-07-11 17:23:40,Delivered,8852.05,UPI,28.5,
18992,9476,2023-12-21 13:47:54,Returned,3592.12,NetBanking,47.9,
18993,8932,2024-10-14 14:26:50,Returned,3295.3,Debit Card,45.8,WELCOME5
18994,14671,2023-01-17 08:34:24,Delivered,14833.12,NetBanking,83.95,BULK20
18995,7524,2023-01-04 20:53:45,Delivered,5731.21,Credit Card,141.85,BULK20
18996,4967,2024-12-23 08:59:05,Delivered,14736.89,NetBanking,6.65,
18997,9693,2025-03-29 03:48:44,Delivered,9353.82,Debit Card,58.46,FREESHIP
18998,14081,2023-04-13 01:49:08,Delivered,18076.27,Credit Card,110.39,
18999,11662,2023-10-28 13:24:55,Shipped,4462.07,NetBanking,2.09,
19000,647,2024-04-23 08:15:37,Processing,11283.0,NetBanking,106.72,WELCOME5
19001,9682,2025-03-11 22:36:18,Delivered,7872.23,NetBanking,40.01,WELCOME5
19002,13855,2023-06-26 01:04:15,Delivered,18893.09,Debit Card,130.01,FREESHIP
19003,6830,2023-01-04 16:08:53,Delivered,7002.97,Debit Card,114.41,WELCOME5
19004,13150,2024-10-16 08:58:08,Delivered,22797.97,Wallet,84.61,
19005,14244,2025-03-27 01:54:32,Shipped,5182.22,NetBanking,75.65,
19006,6465,2025-04-19 07:15:50,Delivered,9459.89,NetBanking,64.34,
19007,4305,2023-11-22 13:22:59,Delivered,7452.17,NetBanking,29.14,
19008,13697,2023-11-24 06:17:03,Shipped,15119.46,Debit Card,20.48,
19009,8061,2025-05-16 02:50:59,Delivered,11853.07,UPI,131.84,FREESHIP
19010,7764,2024-01-29 13:02:21,Delivered,4930.18,Debit Card,119.64,
19011,10123,2025-01-05 18:10:41,Delivered,16026.76,Debit Card,43.3,
19012,2229,2023-04-06 14:02:24,Delivered,22898.82,Wallet,120.24,WELCOME5
19013,12536,2025-01-22 17:10:25,Delivered,6643.62,Credit Card,121.38,
19014,10913,2025-07-17 08:17:23,Shipped,7244.34,NetBanking,101.2,
19015,12713,2024-04-04 14:37:40,Delivered,15347.91,NetBanking,57.09,
19016,4698,2024-12-08 00:34:58,Delivered,5912.78,Credit Card,49.16,
19017,2114,2023-10-23 22:35:03,Delivered,9720.95,NetBanking,28.42,BULK20
19018,3137,2023-06-03 15:22:14,Delivered,16994.98,Credit Card,122.67,
19019,5891,2024-01-26 15:00:05,Shipped,3600.4,Debit Card,121.0,
19020,5978,2023-11-15 16:54:12,Cancelled,9986.16,Credit Card,126.83,
19021,14207,2024-04-15 13:24:05,Delivered,14303.49,UPI,118.25,
19022,7680,2023-01-22 10:21:01,Cancelled,7563.45,Debit Card,122.53,
19023,5007,2024-02-29 07:23:24,Delivered,14753.44,NetBanking,147.76,
19024,232,2024-05-25 07:19:34,Delivered,1835.79,Wallet,74.18,
19025,4820,2024-09-18 08:14:56,Delivered,7872.88,Debit Card,18.35,BULK20
19026,992,2023-06-07 12:23:50,Delivered,11989.35,Wallet,13.06,BULK20
19027,4579,2024-01-17 05:22:36,Delivered,2927.92,Credit Card,62.55,FREESHIP
19028,3170,2024-03-03 10:34:34,Delivered,16842.94,Debit Card,136.03,
19029,5104,2024-08-31 10:43:40,Delivered,694.97,NetBanking,116.06,
19030,7174,2024-05-28 08:14:32,Delivered,12863.81,Debit Card,100.93,
19031,14297,2023-10-03 17:18:49,Delivered,2402.97,Wallet,121.51,BULK20
19032,2135,2023-10-15 17:31:09,Delivered,14385.61,Debit Card,35.08,WELCOME5
19033,9759,2023-05-27 01:57:49,Returned,11976.47,UPI,31.06,
19034,9309,2025-03-12 16:50:25,Delivered,4094.98,Wallet,80.83,DISC10
19035,10087,2023-05-27 05:23:34,Delivered,11253.15,Wallet,128.11,FREESHIP
19036,4763,2024-05-28 04:32:14,Delivered,2233.0,Debit Card,145.97,WELCOME5
19037,5553,2023-02-15 09:35:44,Delivered,7182.57,Debit Card,129.54,
19038,2666,2023-09-20 11:40:07,Returned,20575.23,Credit Card,49.54,
19039,4727,2025-04-25 20:17:59,Delivered,2356.93,NetBanking,128.95,WELCOME5
19040,9953,2024-07-11 13:57:17,Delivered,5728.69,Wallet,13.1,
19041,2648,2023-08-03 04:22:38,Delivered,17241.19,Credit Card,31.86,FREESHIP
19042,5424,2024-01-27 21:13:23,Delivered,3880.84,NetBanking,65.34,FREESHIP
19043,4874,2025-07-10 05:14:52,Delivered,20069.93,UPI,81.42,DISC10
19044,11185,2024-02-22 02:19:43,Shipped,5563.6,NetBanking,86.4,
19045,6185,2024-06-21 10:45:40,Delivered,7095.19,Debit Card,19.21,
19046,4547,2024-07-25 21:43:53,Cancelled,10443.54,Debit Card,32.66,FREESHIP
19047,5432,2023-07-09 05:41:45,Cancelled,8345.49,Debit Card,122.58,
19048,9372,2024-01-02 03:46:07,Shipped,901.69,Credit Card,49.5,
19049,12826,2024-07-11 04:51:07,Shipped,3434.73,UPI,21.98,
19050,11227,2024-07-13 12:52:54,Delivered,2066.55,Wallet,5.54,
19051,10287,2024-02-05 04:14:58,Delivered,11829.11,Credit Card,13.43,
19052,4151,2023-12-23 10:03:19,Shipped,3031.05,NetBanking,66.01,
19053,9680,2023-01-27 06:44:54,Delivered,3324.83,UPI,66.79,DISC10
19054,9237,2025-03-12 05:30:44,Processing,6422.83,NetBanking,6.44,
19055,9535,2024-01-08 12:49:57,Delivered,22213.93,Wallet,123.49,BULK20
19056,4686,2024-04-08 18:18:29,Delivered,387.42,NetBanking,140.6,WELCOME5
19057,5322,2023-04-09 18:00:15,Delivered,14900.98,Wallet,56.31,
19058,3271,2023-06-13 09:24:01,Delivered,11588.66,UPI,26.65,
19059,14691,2025-07-29 06:43:33,Delivered,15205.61,Credit Card,81.15,
19060,4081,2024-05-07 19:11:32,Delivered,6115.4,UPI,38.79,BULK20
19061,2366,2024-08-05 21:05:41,Shipped,30778.39,Wallet,84.05,DISC10
19062,6856,2025-04-26 15:12:52,Delivered,10253.61,Debit Card,0.87,BULK20
19063,371,2024-07-14 11:44:53,Delivered,4900.89,Debit Card,112.23,WELCOME5
19064,5728,2025-03-26 23:50:13,Delivered,5916.96,Debit Card,94.58,FREESHIP
19065,8812,2024-06-05 06:12:31,Delivered,1221.97,Credit Card,107.27,
19066,175,2024-05-09 01:50:40,Cancelled,12269.49,Credit Card,86.78,FREESHIP
19067,10306,2024-03-09 01:11:50,Delivered,5218.11,NetBanking,14.91,
19068,7240,2025-07-07 03:57:22,Delivered,13272.99,Wallet,115.89,
19069,6886,2024-06-02 08:17:15,Delivered,4787.2,UPI,42.35,
19070,1167,2025-01-08 17:50:31,Delivered,5699.93,UPI,126.44,
19071,4496,2024-01-24 16:57:47,Returned,4623.05,NetBanking,37.62,FREESHIP
19072,1888,2023-09-18 19:59:00,Delivered,9491.74,UPI,61.2,FREESHIP
19073,2305,2025-04-09 02:04:45,Cancelled,17687.63,NetBanking,6.79,
19074,7221,2025-02-06 20:22:43,Delivered,13786.01,Wallet,134.18,
19075,9993,2025-08-09 21:03:16,Shipped,11987.7,Debit Card,62.98,BULK20
19076,51,2024-09-24 03:07:27,Returned,7758.37,NetBanking,133.82,BULK20
19077,1196,2025-08-27 12:16:14,Delivered,5739.16,Debit Card,8.87,FREESHIP
19078,6385,2025-08-05 04:25:21,Delivered,11658.29,NetBanking,149.16,BULK20
19079,14887,2024-05-16 20:08:24,Delivered,4584.35,Wallet,80.34,
19080,2571,2024-10-06 08:58:55,Delivered,8766.21,UPI,29.43,
19081,4189,2023-02-03 03:38:08,Returned,17141.16,NetBanking,76.63,WELCOME5
19082,703,2023-11-02 05:23:59,Delivered,776.79,UPI,50.87,
19083,3561,2024-12-14 13:51:31,Delivered,11192.13,Debit Card,2.29,
19084,9786,2024-02-13 03:58:36,Delivered,7506.55,Debit Card,1.42,WELCOME5
19085,575,2023-09-30 05:43:59,Shipped,2233.18,Debit Card,89.38,DISC10
19086,4264,2023-10-03 23:13:33,Delivered,12315.96,Wallet,12.05,
19087,1532,2023-02-18 16:13:38,Delivered,1424.44,UPI,68.51,BULK20
19088,4245,2023-10-30 12:52:18,Delivered,549.71,Credit Card,19.71,
19089,6684,2024-12-08 10:34:21,Delivered,736.55,NetBanking,7.2,
19090,10401,2025-02-17 11:08:21,Delivered,1491.32,Debit Card,15.72,DISC10
19091,9812,2023-04-20 20:49:48,Delivered,6621.36,Debit Card,22.8,
19092,10798,2023-10-20 12:54:36,Processing,13346.28,Wallet,13.2,BULK20
19093,8276,2025-02-26 13:02:58,Returned,7759.14,Wallet,67.84,
19094,2956,2024-02-24 05:19:26,Delivered,2145.96,Credit Card,119.88,
19095,14152,2024-05-13 00:00:41,Delivered,3058.76,NetBanking,13.4,DISC10
19096,2499,2025-03-02 01:11:47,Delivered,5356.98,Credit Card,70.39,BULK20
19097,11723,2024-10-24 09:26:13,Shipped,12965.69,NetBanking,61.77,
19098,8628,2025-06-27 07:33:45,Delivered,2228.28,UPI,21.49,FREESHIP
19099,4741,2024-11-02 11:18:59,Delivered,3217.14,UPI,113.76,
19100,5578,2024-07-18 06:40:01,Delivered,4119.24,NetBanking,111.37,BULK20
19101,12284,2025-08-02 18:43:33,Shipped,309.49,NetBanking,129.72,DISC10
19102,10367,2025-02-10 06:30:48,Delivered,14744.29,Wallet,93.74,WELCOME5
19103,4452,2024-01-21 14:31:18,Delivered,4976.19,UPI,70.1,
19104,7688,2024-10-07 08:06:32,Delivered,18553.79,UPI,117.33,
19105,3181,2025-05-03 08:32:05,Delivered,586.74,Credit Card,84.24,WELCOME5
19106,5799,2023-10-09 23:14:29,Delivered,11910.87,NetBanking,106.56,BULK20
19107,5868,2023-12-24 19:16:25,Delivered,2086.62,Debit Card,70.22,
19108,12525,2025-06-30 17:35:48,Delivered,21160.38,Debit Card,38.08,
19109,12566,2024-06-02 17:28:31,Delivered,5243.43,Debit Card,94.4,FREESHIP
19110,12035,2025-02-09 06:37:11,Delivered,7791.65,UPI,83.74,FREESHIP
19111,11825,2023-10-26 20:55:53,Delivered,2841.27,UPI,91.01,BULK20
19112,2428,2025-03-12 03:21:40,Delivered,9336.54,Credit Card,148.63,WELCOME5
19113,12345,2023-10-27 11:46:15,Delivered,6579.17,NetBanking,102.79,BULK20
19114,7425,2024-01-14 04:45:49,Shipped,10307.06,Credit Card,78.63,DISC10
19115,10391,2024-11-13 11:33:38,Delivered,17467.84,Credit Card,44.04,
19116,4293,2023-06-20 01:42:32,Delivered,7766.21,UPI,26.4,
19117,12947,2025-05-09 17:24:25,Delivered,4502.11,UPI,0.27,
19118,5231,2024-12-03 09:52:18,Delivered,4571.39,Credit Card,102.36,
19119,14077,2025-08-12 07:10:49,Delivered,5974.23,Debit Card,97.35,BULK20
19120,8903,2024-01-07 14:25:36,Delivered,14152.74,Debit Card,131.08,
19121,3674,2024-01-20 04:22:58,Delivered,9097.0,NetBanking,90.71,
19122,9942,2023-10-03 09:53:41,Delivered,2577.88,NetBanking,127.22,BULK20
19123,8052,2024-01-22 17:13:27,Delivered,9013.95,Credit Card,107.68,DISC10
19124,14927,2023-07-26 13:06:31,Delivered,29982.39,Debit Card,76.08,FREESHIP
19125,4092,2023-06-08 13:03:51,Delivered,20656.2,Wallet,42.98,FREESHIP
19126,8800,2023-11-14 23:29:07,Delivered,1960.83,NetBanking,72.97,BULK20
19127,14603,2024-04-06 14:49:16,Delivered,11547.84,Wallet,97.21,
19128,108,2023-03-08 07:43:01,Delivered,13121.01,Wallet,19.05,
19129,13997,2025-08-14 02:31:19,Cancelled,11042.59,Wallet,54.79,
19130,1938,2024-03-29 06:20:37,Delivered,8897.86,NetBanking,32.98,
19131,10568,2024-12-07 21:59:13,Delivered,16486.87,UPI,139.13,
19132,4156,2024-11-19 13:00:16,Delivered,3503.19,Debit Card,116.49,
19133,6574,2023-07-08 02:56:33,Delivered,668.52,Credit Card,103.2,FREESHIP
19134,6272,2024-01-19 05:50:28,Delivered,8276.72,UPI,147.34,
19135,4137,2025-03-26 23:09:09,Delivered,4574.47,NetBanking,71.15,
19136,1249,2023-11-26 03:58:48,Delivered,9330.43,Credit Card,138.38,
19137,2816,2024-01-09 01:38:08,Delivered,8337.88,Credit Card,113.36,
19138,11967,2024-03-13 15:15:51,Delivered,10082.64,UPI,115.87,
19139,11406,2024-09-08 21:51:38,Delivered,1236.91,Debit Card,3.17,
19140,7463,2024-04-27 10:04:43,Cancelled,9323.26,Wallet,1.33,BULK20
19141,4019,2025-04-08 19:23:54,Shipped,8367.44,UPI,1.3,
19142,13194,2023-07-02 20:51:41,Cancelled,4061.86,Debit Card,100.87,WELCOME5
19143,1121,2024-11-26 12:27:15,Delivered,15046.11,UPI,62.87,
19144,10065,2024-03-28 09:37:00,Delivered,10796.58,Debit Card,36.66,FREESHIP
19145,13731,2024-04-17 01:10:13,Cancelled,11298.5,UPI,45.72,
19146,12441,2024-06-07 06:05:37,Delivered,20987.21,Debit Card,29.74,
19147,1208,2023-10-05 07:43:02,Delivered,7211.89,Wallet,43.13,DISC10
19148,10654,2023-07-09 10:17:10,Delivered,9194.3,Credit Card,149.37,
19149,7533,2024-05-20 18:23:59,Shipped,6648.59,NetBanking,2.63,
19150,11129,2023-01-25 05:58:27,Delivered,9045.8,Debit Card,116.8,
19151,13265,2023-12-24 04:02:26,Delivered,4303.81,NetBanking,8.97,
19152,5632,2023-01-06 19:33:33,Delivered,7809.77,Wallet,87.32,
19153,1919,2024-10-12 03:59:45,Delivered,6813.97,Wallet,16.14,WELCOME5
19154,2982,2024-01-16 04:46:08,Delivered,8565.74,UPI,9.18,
19155,6234,2024-11-17 21:56:45,Shipped,16258.32,Wallet,132.11,
19156,2587,2023-08-06 04:12:19,Delivered,18383.87,Wallet,34.55,
19157,9244,2025-02-19 08:42:12,Delivered,11163.36,Wallet,62.93,
19158,8878,2025-05-29 22:51:48,Delivered,17479.5,Credit Card,19.34,DISC10
19159,9267,2025-03-16 12:42:10,Delivered,15072.86,Credit Card,101.99,
19160,4188,2025-08-07 10:29:52,Delivered,2858.6,Debit Card,25.35,
19161,443,2023-11-14 17:26:36,Cancelled,10546.03,Debit Card,86.63,
19162,14680,2025-08-22 13:38:27,Delivered,7544.12,UPI,123.73,WELCOME5
19163,13403,2025-06-18 23:04:09,Delivered,12228.65,UPI,139.62,WELCOME5
19164,359,2024-07-14 18:18:46,Delivered,15883.89,Debit Card,102.98,
19165,5106,2025-05-28 03:14:57,Delivered,10701.39,NetBanking,134.43,
19166,14230,2023-08-20 04:33:31,Delivered,173.2,NetBanking,38.29,
19167,4824,2023-04-20 10:01:17,Shipped,12027.59,NetBanking,37.28,FREESHIP
19168,8631,2023-10-13 20:15:51,Delivered,15840.26,NetBanking,17.91,
19169,5179,2025-06-20 09:30:25,Delivered,2181.56,Credit Card,113.18,
19170,7959,2025-05-25 21:19:06,Delivered,14296.7,Wallet,89.55,WELCOME5
19171,14499,2024-04-30 19:51:32,Shipped,10240.79,NetBanking,16.09,
19172,12189,2023-06-28 04:27:16,Delivered,940.59,NetBanking,34.44,FREESHIP
19173,270,2023-05-27 04:16:07,Delivered,5581.45,NetBanking,135.09,FREESHIP
19174,5736,2024-11-02 17:28:44,Delivered,10232.11,Wallet,123.11,
19175,8275,2024-08-26 05:15:22,Delivered,15531.55,Debit Card,145.13,WELCOME5
19176,6328,2023-02-28 20:30:06,Cancelled,14090.87,Debit Card,57.67,FREESHIP
19177,9827,2023-09-29 19:12:58,Delivered,1917.67,Wallet,107.75,WELCOME5
19178,3752,2025-08-21 21:08:06,Delivered,6300.07,Credit Card,15.16,DISC10
19179,10037,2024-10-27 09:35:48,Delivered,5406.63,Debit Card,105.77,FREESHIP
19180,12036,2025-08-25 23:27:01,Delivered,13408.19,Wallet,34.09,
19181,14634,2023-09-20 18:31:35,Delivered,5361.95,Credit Card,66.72,WELCOME5
19182,8586,2023-08-17 15:24:17,Returned,20947.17,NetBanking,53.55,
19183,10114,2023-05-15 09:22:55,Delivered,17867.26,Wallet,54.18,FREESHIP
19184,2924,2025-08-28 04:58:08,Delivered,12742.93,Debit Card,22.79,DISC10
19185,11437,2024-01-31 23:18:33,Delivered,5979.27,Credit Card,56.57,BULK20
19186,6259,2023-12-03 15:32:31,Delivered,1340.24,Wallet,143.62,BULK20
19187,6932,2024-12-07 16:23:39,Delivered,11890.59,NetBanking,59.9,DISC10
19188,12793,2024-08-30 18:20:13,Delivered,9335.14,Credit Card,2.08,
19189,10969,2023-03-02 22:08:17,Delivered,10977.15,UPI,38.76,FREESHIP
19190,3327,2025-03-15 00:10:08,Delivered,11590.47,Credit Card,2.78,
19191,631,2024-05-10 07:32:37,Delivered,814.47,NetBanking,1.76,BULK20
19192,500,2023-10-24 20:49:47,Delivered,631.46,NetBanking,134.93,BULK20
19193,4847,2023-04-03 23:57:33,Delivered,5774.65,Wallet,140.31,
19194,6719,2025-06-16 12:55:21,Delivered,4203.78,UPI,16.28,
19195,3934,2025-08-06 05:19:32,Delivered,11279.19,UPI,106.21,FREESHIP
19196,5291,2023-07-02 05:42:29,Delivered,6363.1,Debit Card,21.95,
19197,14701,2024-04-27 21:41:15,Delivered,15299.16,UPI,120.35,FREESHIP
19198,3024,2025-07-15 23:11:53,Delivered,13283.1,Wallet,14.7,BULK20
19199,9056,2023-04-02 18:39:19,Delivered,17106.01,UPI,116.41,
19200,9582,2024-04-22 08:00:19,Shipped,8774.3,Wallet,143.3,BULK20
19201,10710,2025-06-14 22:45:20,Delivered,7921.26,Debit Card,144.78,WELCOME5
19202,8835,2024-08-30 00:33:26,Delivered,10233.62,Wallet,103.28,
19203,932,2024-12-01 12:04:20,Processing,17417.76,UPI,61.44,
19204,1953,2024-11-17 07:25:05,Delivered,2043.4,Debit Card,73.73,FREESHIP
19205,1367,2024-10-04 12:00:36,Delivered,21884.04,NetBanking,69.55,DISC10
19206,353,2023-04-15 01:00:39,Delivered,4630.52,NetBanking,91.97,
19207,2194,2023-11-27 02:00:43,Delivered,3445.46,UPI,79.78,BULK20
19208,445,2024-02-29 22:10:05,Delivered,16429.33,NetBanking,39.42,
19209,401,2024-11-10 20:25:41,Shipped,5457.56,Credit Card,56.04,
19210,5125,2023-06-03 18:15:13,Delivered,7871.23,Debit Card,118.14,
